"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@amyquirk_1603 I'd definitely add that in as well, Amy! :) -Michelle",FALSE,0,"amyquirk_1603",2014-07-25 23:50:48,FALSE,"492798966312886272","492819285966741504","351326897","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"End users have lots of choices for tech, but how do these choices affect #IT strategy? Find out at our webinar 7/29: http://t.co/JRnPzPhGkB",FALSE,0,NA,2014-07-25 23:00:58,FALSE,NA,"492806746218704896",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
".@Evernote has a savvy plan to join the wearables race. Read about it in our #Flipboard magazine: http://t.co/q73ht1zBJg",FALSE,0,NA,2014-07-25 22:30:29,FALSE,NA,"492799074878623744",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#Millennials: FREE Career Guide w/ tips on collaborating harmoniously w/ non-Millennials: http://t.co/89XoRAbJ1s http://t.co/3Kixxj1YmF",FALSE,0,NA,2014-07-25 22:01:30,FALSE,NA,"492791777615941633",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Survey: 88% of workers put in 40hrs+ of work/week. Get the full stats in our latest @Slideshare deck: http://t.co/vbJoFhFIDX #TakeBack60",FALSE,0,NA,2014-07-25 21:30:24,FALSE,NA,"492783952709828609",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"As work hours decrease, #productivity and disposable income increase! #Infographic: http://t.co/QTK0XReC1X http://t.co/pFYjSfTZn7",FALSE,0,NA,2014-07-25 21:02:04,FALSE,NA,"492776823307386880",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Follow us on #Instagram for a sneak peak into life at PGi! http://t.co/VF9Ch86f9A",FALSE,0,NA,2014-07-25 20:31:28,FALSE,NA,"492769123395334144",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"5 ways big companies are using video interviewing to their benefit: http://t.co/SOO6c4g0xU #jobs #HRchat http://t.co/OnbEAYV0Uj",FALSE,0,NA,2014-07-25 20:02:29,FALSE,NA,"492761826095296512",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Come join our awesome team! We have a variety of positions open. Go here: http://t.co/IRoweP7ipS w/ @PGiJobs http://t.co/Ag5jQ2EZgM",FALSE,0,NA,2014-07-25 19:49:01,FALSE,NA,"492758439236337664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"#HR: 13 leadership tips to attract, hire and nurture talented #millennials http://t.co/Ia7pYiCpkE via @SlideShare http://t.co/sk2DOFBc0A",FALSE,1,NA,2014-07-25 19:18:53,FALSE,NA,"492750856177991680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Benefits of coffee for #productivity &amp; #collaboration http://t.co/NwDBv33Cqe by @AshleySpeagle Tip: Win some coffee by downloading #Agenday!",FALSE,0,NA,2014-07-25 19:01:27,FALSE,NA,"492746469796249600",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"11 #productivity hacks to reclaim your 40hr work week: http://t.co/UjRbqeghjZ #TakeBack60 http://t.co/CpajkTIEid",FALSE,0,NA,2014-07-25 18:02:52,FALSE,NA,"492731725584539649",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"We’re committed to helping you #TakeBack60 minutes. Your assignment, should you choose to accept it, is this: http://t.co/2OItWxOCD7",FALSE,0,NA,2014-07-25 17:51:21,FALSE,NA,"492728828117016576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Which country has the most #productive employees? See what recent research reveals: http://t.co/CgBMClJ3X4 @inc @entrylevelrebel #TakeBack60",FALSE,0,NA,2014-07-25 17:48:03,FALSE,NA,"492727995761577985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"Master productivity w/ these 5 apps: http://t.co/jKux603HKi w/ @Evernote @anydo @Pocket @dropbox #Agenday #TakeBack60 http://t.co/I6EmSCMwB3",FALSE,0,NA,2014-07-25 17:27:43,FALSE,NA,"492722881327931392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Members of our PGi Atlanta office bowled at #TAGBowling to benefit #STEM education! Pics: http://t.co/WRGwCK6JJl http://t.co/86pG1z3uUK",FALSE,0,NA,2014-07-25 17:20:28,FALSE,NA,"492721056566632449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"What if employees could gain an extra 60mins/day? Gain back time by switching to online #meetings: http://t.co/FisKfMyLfK #TakeBack60",FALSE,0,NA,2014-07-25 17:01:56,FALSE,NA,"492716389816631296",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#HR: Do you know what #Millennials value in their jobs? Get our free Millennials Field Guide: http://t.co/eFmPUtiIzK http://t.co/KVlwoybL2t",FALSE,0,NA,2014-07-25 16:03:31,FALSE,NA,"492701689871618048",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#Webinars101: 5 tips to prepare for an online webinar &amp; deliver a great #presentation http://t.co/boiPJEPUrt #presentationtips #webinars",FALSE,0,NA,2014-07-25 15:03:01,FALSE,NA,"492686466255192064",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Looking to increase your #meeting skills? 6 steps to a better meeting: http://t.co/Vc81HEeBvh via @inc. Tip #7: Use #iMeet or #GlobalMeet!",FALSE,0,NA,2014-07-25 14:30:51,FALSE,NA,"492678370770313218",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Apple and IBM are joining forces to bring #iPhones &amp; #iPads to businesses. Read all about it in our Flipboard mag: http://t.co/q73ht1zBJg",FALSE,0,NA,2014-07-25 14:02:17,FALSE,NA,"492671182655979520",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Is working smarter or harder truly effective? Our CEO @BolandJones on creating a different mindset: http://t.co/lPAteMq8xq via @EntMagazine",FALSE,1,NA,2014-07-25 13:31:01,FALSE,NA,"492663312988258305",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"We're doing #TakeBack60 so we can spend our free summer hours where we want! Join us: http://t.co/lWoU98Fipq http://t.co/GJy9OOzK6i",FALSE,0,NA,2014-07-25 13:02:32,FALSE,NA,"492656143211053056",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"11 #productivity hacks to reclaim your 40hr work week: http://t.co/UjRbqeghjZ #TakeBack60 http://t.co/CpajkTIEid",FALSE,0,NA,2014-07-25 02:01:10,FALSE,NA,"492489705385381888",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"#Millennials: FREE Career Guide w/ tips on collaborating harmoniously w/ non-Millennials: http://t.co/89XoRAbJ1s http://t.co/3Kixxj1YmF",FALSE,1,NA,2014-07-25 01:00:57,FALSE,NA,"492474552216473600",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"@nthdegreeburns @kravatron As previously requested, we'd love to get your feedback. Our team has reached out. Let us know, thanks!",FALSE,1,"nthdegreeburns",2014-07-25 00:33:16,FALSE,"492428469046091781","492467585095458816","23103050","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Is working smarter or harder truly effective? Our CEO @BolandJones on creating a different mindset: http://t.co/REFtKB89pQ via @EntMagazine",FALSE,0,NA,2014-07-25 00:28:25,FALSE,NA,"492466364645265408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"#Webinars101: 5 tips to prepare for an online webinar &amp; deliver a great #presentation http://t.co/boiPJEPUrt #presentationtips #webinars",FALSE,1,NA,2014-07-25 00:01:27,FALSE,NA,"492459579813666816",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"What would you do with an EXTRA 60mins in your day? Join us &amp; #TakeBack60: http://t.co/oBViTrEw5j  http://t.co/uR4nqb2yu0",FALSE,0,NA,2014-07-24 21:01:13,FALSE,NA,"492414220626329600",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Our webinar “Consumerization &amp; the #CIO” 7/29 at 2p ET will cover #Integration #Manageability #Security #Budgeting http://t.co/JRnPzPhGkB",FALSE,0,NA,2014-07-24 20:01:08,FALSE,NA,"492399099967463424",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Apple and IBM are joining forces to bring #iPhones &amp; #iPads to businesses. Read all about it in our Flipboard mag: http://t.co/q73ht1zBJg",FALSE,1,NA,2014-07-24 19:02:14,FALSE,NA,"492384275615215616",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"25 must-read tips to hosting productive and enjoyable #meetings in person or online: http://t.co/chYctVMaQd via @SlideShare",FALSE,0,NA,2014-07-24 18:02:09,FALSE,NA,"492369155840933888",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"As work hours decrease, #productivity and disposable income increase! #Infographic: http://t.co/QTK0XReC1X http://t.co/pFYjSfTZn7",FALSE,1,NA,2014-07-24 17:02:26,FALSE,NA,"492354128556068864",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Looking to increase your #meeting skills? 6 steps to a better meeting: http://t.co/oAwXiTlZQK via @inc. Tip #7: Use #iMeet or #GlobalMeet!",FALSE,0,NA,2014-07-24 16:46:27,FALSE,NA,"492350108604706816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"We're doing #TakeBack60 so we can spend our free summer hours where we want! Join us: http://t.co/IuzZvq7mB5 http://t.co/7LDcg2R1Je",FALSE,0,NA,2014-07-24 16:02:34,FALSE,NA,"492339064201547777",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"5 ways big companies are using video interviewing to their benefit: http://t.co/ZeysMEqaAM #jobs #HRchat http://t.co/lTume1GFmU",FALSE,0,NA,2014-07-24 15:52:04,FALSE,NA,"492336419835092992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"What if employees could gain an extra 60mins/day? Gain back time by switching to online #meetings: http://t.co/FisKfMyLfK #TakeBack60",FALSE,0,NA,2014-07-24 15:01:42,FALSE,NA,"492323744829157376",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",3,FALSE,FALSE,NA,NA
"We're #hiring! Check out our open positions: http://t.co/IRoweP7ipS http://t.co/kkJmoaYRTa",FALSE,0,NA,2014-07-24 14:02:14,FALSE,NA,"492308780026060801",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Benefits of coffee for #productivity &amp; #collaboration http://t.co/NwDBv33Cqe by @AshleySpeagle Tip: Win some coffee by downloading #Agenday!",FALSE,1,NA,2014-07-24 13:00:59,FALSE,NA,"492293364365418496",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"#HR: Do you know what #Millennials value in their jobs? Get our free Millennials Field Guide: http://t.co/eFmPUtiIzK http://t.co/KVlwoybL2t",FALSE,0,NA,2014-07-24 12:02:05,FALSE,NA,"492278544471687168",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"What if working less made us more loyal &amp; healthier? #Infographic: Winding Down the Work Wk: http://t.co/QTK0XReC1X http://t.co/uH4Ms9WKAf",FALSE,0,NA,2014-07-24 01:01:03,FALSE,NA,"492112188761726976",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Let us reward you. Enter to win coffee by getting our free calendar app &amp; tweeting #Agenday: http://t.co/om5pgAu8Bk http://t.co/rLadRNJlQO",FALSE,0,NA,2014-07-24 00:01:16,FALSE,NA,"492097144481136640",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Need more time in your day? Increase productivity w/ our award-winning free calendar app: http://t.co/1DZ9mbxrwu http://t.co/949yaSvovb",FALSE,0,NA,2014-07-23 23:51:35,FALSE,NA,"492094705359142912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"Need more time in your day? Increase productivity w/ our award-winning free calendar app: http://t.co/jrosf5tHpr http://t.co/CkVY5NKVhU",FALSE,0,NA,2014-07-23 23:49:50,FALSE,NA,"492094267566080001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"Don’t miss our next webinar on Consumerization &amp; the CIO: 7/29 at 2p ET/11am PT: http://t.co/6d05E7aBjD #IT #Strategy #CIO w/ @FierceCIO",FALSE,0,NA,2014-07-23 23:30:23,FALSE,NA,"492089371663679489",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Benefits of coffee for #productivity &amp; #collaboration http://t.co/NwDBv33Cqe by @AshleySpeagle Tip: Win some coffee by downloading #Agenday!",FALSE,0,NA,2014-07-23 23:19:14,FALSE,NA,"492086565045538816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"Apple and IBM are joining forces to bring #iPhones &amp; #iPads to businesses. Read all about it in our Flipboard mag: http://t.co/q73ht1zBJg",FALSE,0,NA,2014-07-23 23:01:15,FALSE,NA,"492082041224441857",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"11 #productivity hacks to reclaim your 40hr work week: http://t.co/UjRbqeghjZ #TakeBack60 http://t.co/u10jMQX91D",FALSE,1,NA,2014-07-23 22:31:03,FALSE,NA,"492074439849566211",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Does your employer offer summer hours? See the benefits and why you should #TakeBack60: http://t.co/EjnU5jkB5M http://t.co/3afUIEbqm1",FALSE,0,NA,2014-07-23 22:01:23,FALSE,NA,"492066973040136193",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#Millennials: FREE Career Guide w/ tips on collaborating harmoniously w/ non-Millennials: http://t.co/89XoRAbJ1s http://t.co/3Kixxj1YmF",FALSE,0,NA,2014-07-23 21:30:32,FALSE,NA,"492059208628838400",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Web conferencing: Can't make it personal? Not very reliable? We’ve debunked 3 common #webconferencing myths: http://t.co/Ogrd0SfuBv",FALSE,0,NA,2014-07-23 21:01:37,FALSE,NA,"492051935135297536",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#Webinars101: 5 tips to prepare for an online webinar &amp; deliver a great #presentation http://t.co/4h4s4P449s #presentationtips #webinars",FALSE,0,NA,2014-07-23 20:30:54,FALSE,NA,"492044202838999041",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"We're doing #TakeBack60 so we can spend our free summer hours where we want! Join us: http://t.co/IuzZvq7mB5 http://t.co/7LDcg2R1Je",FALSE,0,NA,2014-07-23 20:01:44,FALSE,NA,"492036862098563072",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Get our free calendar app &amp; be entered to win a cup of coffee by tweeting #Agenday: http://t.co/om5pgAu8Bk http://t.co/0txxitrDvm",FALSE,0,NA,2014-07-23 19:02:13,FALSE,NA,"492021886264811520",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"What if employees could gain an extra 60mins/day? Gain back time by switching to online #meetings: http://t.co/FisKfMyLfK #TakeBack60",FALSE,0,NA,2014-07-23 18:31:07,FALSE,NA,"492014059420934145",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"We're #hiring! Check out our open positions: http://t.co/qUPkVKEWv6 http://t.co/lZynazlAFS",FALSE,1,NA,2014-07-23 18:01:48,FALSE,NA,"492006682130939904",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"What would you do with an EXTRA 60mins in your day? Join us &amp; #TakeBack60: http://t.co/oBViTrEw5j  http://t.co/uR4nqb2yu0",FALSE,0,NA,2014-07-23 17:01:36,FALSE,NA,"491991530505515008",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"@kcunning Hey Katie, check out this article in our iMeet community: http://t.co/uD0urmi87X. Let me know if you have further questions. Thx!",FALSE,0,"kcunning",2014-07-23 17:01:29,FALSE,"491939890578608128","491991504093581312","5714432","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"@HaikuDeck Thanks again for sharing!",FALSE,0,"HaikuDeck",2014-07-23 16:50:46,FALSE,"491662728134918144","491988804480147457","352538333","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"For corporate communications, having the right conference tools is critical. Watch &amp; see which tools can help: http://t.co/UUgp81yo7N",FALSE,1,NA,2014-07-23 16:02:16,FALSE,NA,"491976600960139264",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"25 must-read tips to hosting productive and enjoyable #meetings in person or online: http://t.co/scVtThsR1e via @SlideShare",FALSE,1,NA,2014-07-23 15:02:06,FALSE,NA,"491961459300401152",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"#HR: Do you know what #Millennials value in their jobs? Get our free Millennials Field Guide: http://t.co/qE1eguv166 http://t.co/OjeFWoeWqU",FALSE,0,NA,2014-07-23 14:03:16,FALSE,NA,"491946653058727937",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"As work hours decrease, #productivity and disposable income increase! #Infographic: http://t.co/QTK0XReC1X http://t.co/vwYZvoCBKR",FALSE,0,NA,2014-07-23 13:02:18,FALSE,NA,"491931307568795648",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"What if employees could gain an extra 60mins/day? Gain back time by switching to online #meetings: http://t.co/FisKfMyLfK #TakeBack60",FALSE,0,NA,2014-07-23 02:00:39,FALSE,NA,"491764798787706880",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"#iMeet is #AppOfTheDay on @ITProPortal! Record #meeting, use the cloud for file storage, share screens/pics &amp; more: http://t.co/Praf7HmU17",FALSE,0,NA,2014-07-23 01:30:31,FALSE,NA,"491757216492695554",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"Enter to win a free cup of coffee by downloading our free calendar app &amp; tweeting #Agenday: http://t.co/om5pgAu8Bk http://t.co/KmHPkZnxrw",FALSE,0,NA,2014-07-23 01:01:26,FALSE,NA,"491749895716732928",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"We're doing #TakeBack60 so we can spend our free summer hours where we want! Join us: http://t.co/lWoU98Fipq http://t.co/GJy9OOzK6i",FALSE,0,NA,2014-07-23 00:01:14,FALSE,NA,"491734747245076480",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"#HR: Do you know what #Millennials value in their jobs? Get our free Millennials Field Guide: http://t.co/qE1eguv166 http://t.co/OjeFWoeWqU",FALSE,0,NA,2014-07-22 23:01:42,FALSE,NA,"491719767347044353",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"What would you do with 60 extra minutes? @LornaLuv would spend time w/ her dog: http://t.co/q3CT60t5Fc  #TakeBack60 http://t.co/iLSFWh51ap",FALSE,0,NA,2014-07-22 22:01:39,FALSE,NA,"491704652153782272",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#iMeet is #AppOfTheDay on @ITProPortal! Record #meeting, use the cloud for file storage, share screens/pics &amp; more: http://t.co/W18iis0Sgo",FALSE,0,NA,2014-07-22 21:30:22,FALSE,NA,"491696780094873600",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Ever worked at a #coworking space? Interview w/ @instantbill of @Workbar about some of its unique features: http://t.co/l3LtEDTyOA #telework",FALSE,0,NA,2014-07-22 21:01:21,FALSE,NA,"491689479015776256",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"End users have lots of choices for tech, but how do these choices affect #IT strategy? Find out at our webinar 7/29: http://t.co/JRnPzPhGkB",FALSE,0,NA,2014-07-22 20:30:18,FALSE,NA,"491681663223889920",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"Engage employees w/ these 5 #teambuilding activities to combat summer slowness: http://t.co/u2DgiV8b2d  #TakeBack60 http://t.co/qNy5cNFFPF",FALSE,2,NA,2014-07-22 20:01:49,FALSE,NA,"491674496466948096",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",2,FALSE,FALSE,NA,NA
"Let us reward you. Enter to win coffee by getting our free calendar app &amp; tweeting #Agenday: http://t.co/om5pgAu8Bk http://t.co/rLadRNJlQO",FALSE,1,NA,2014-07-22 19:02:22,FALSE,NA,"491659533744631810",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Does your employer offer summer hours? See the benefits and why you should #TakeBack60: http://t.co/q3CT60t5Fc http://t.co/znX5pPTgAO",FALSE,0,NA,2014-07-22 18:01:41,FALSE,NA,"491644265072971776",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"#Millennials: FREE Career Guide w/ tips on collaborating harmoniously w/ non-Millennials: http://t.co/89XoRAbJ1s http://t.co/NUsuU56Kw1",FALSE,0,NA,2014-07-22 17:30:37,FALSE,NA,"491636445560705025",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",0,FALSE,FALSE,NA,NA
"As work hours decrease, #productivity and disposable income increase! #Infographic: http://t.co/Aq6pQMQNqf http://t.co/zMPmTOTV9e",FALSE,0,NA,2014-07-22 17:03:45,FALSE,NA,"491629683453083649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Need guidance on how to attract #Millennials to your biz? 13 tips/tricks from our Millennials Field Guide eBook: http://t.co/2IUwGq4w2Z #HR",FALSE,0,NA,2014-07-22 17:01:41,FALSE,NA,"491629164739698688",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"#Webinars101: 5 tips to prepare for an online webinar &amp; deliver a great #presentation http://t.co/4h4s4P449s #presentationtips #webinars",FALSE,0,NA,2014-07-22 16:57:12,FALSE,NA,"491628035695587329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"11 #productivity hacks to reclaim your 40hr work week: http://t.co/W5TT8MWMws #TakeBack60 http://t.co/mOIFNlbPdO",FALSE,0,NA,2014-07-22 16:45:01,FALSE,NA,"491624968052944896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",1,FALSE,FALSE,NA,NA
"#iMeet is #AppOfTheDay on @ITProPortal! Record #meeting, use the cloud for file storage, share screens/pics &amp; more: http://t.co/W18iis0Sgo",FALSE,0,NA,2014-07-22 16:26:03,FALSE,NA,"491620198303010816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PGi",0,FALSE,FALSE,NA,NA
"Get our free calendar app &amp; be entered to win a cup of coffee by tweeting #Agenday: http://t.co/om5pgAu8Bk http://t.co/0txxitrDvm",FALSE,0,NA,2014-07-22 16:02:18,FALSE,NA,"491614220929478657",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"We're #hiring! Check out our open positions: http://t.co/qUPkVKEWv6 http://t.co/lZynazlAFS",FALSE,0,NA,2014-07-22 15:31:19,FALSE,NA,"491606421080125440",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
"Web conferencing: Can't make it personal? Not very reliable? We’ve debunked 3 common #webconferencing myths: http://t.co/Ogrd0SfuBv",FALSE,0,NA,2014-07-22 15:02:12,FALSE,NA,"491599097531744256",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PGi",1,FALSE,FALSE,NA,NA
